Date;Numbers;Gold;DoubleGold;Extra
Martedì 23 giugno 2026;2 3 5 12 16 17 19 24 27 28 42 43 49 55 58 65 69 70 84 88;42;24;9 21 32 38 40 44 54 60 62 72 73 75 76 85 90
